abn,webid,success,attempts,status_code,note
75526440012,1a1535b90a39a93ba2084661f03e51b4,1,20,200,All good
23005326849,c864de969dd3cf407d175c47ed33fb8c,1,20,200,All good
26511801801,0de5d02d1dd3043b3f19982f2a55dd62,1,20,200,All good
94820532526,123107ed84e1bbbffb4eec83ed4f8bae,1,20,200,All good
20077298625,28d3eb17b9dd1ff9d14d1b69946652eb,1,20,200,All good
64983196241,a49f26889f1ca1694e2e22ff6d504fe2,1,20,200,All good
31678766114,aa08bfbbe686d69792a12aa138d79ea4,1,20,200,All good
76492475738,e6933164b1be5fd9c13e363a1fc66c09,1,20,200,All good
13628586699,7b67b69b17aeb63bf17ae18b1eca076f,1,20,200,All good
16973707679,cf68fc651736d85aae1a020ed93e4f16,1,20,200,All good
63946169818,d42b25fee2dc4c7e663aeabe745b8d96,1,20,200,All good
18702323549,948681caddc1009a47baaacdf7f37e91,1,20,200,All good
34104160761,abfb08ae6858e2e007f216f1c4aa05a1,1,20,200,All good
68834818892,4100bd9a0f833808ad012c5ff0fbf8b7,1,20,200,All good
52074919950,20b2502a7f9a385dea5f3fbb465db3d3,1,20,200,All good
28790158358,68101617b1fb6bbfb273c2ba610d7370,1,20,200,All good
60278528179,d60a458124d076309d9c3da6a14a3c28,1,20,200,All good
57494131920,93054f6c0440a4b84191cbbebcafe95e,1,20,200,All good
83950172232,ed6d9e06afb6b15ddf4fe618b4e61780,1,20,200,All good
53577022604,3103d7b5c8bb412928b08be08c7a487e,1,20,200,All good
30368706619,7c64f17e38f1f856663a12a7313e4edd,1,20,200,All good
16772528584,03cbae9a5189930e9f91cb91fffab842,1,20,200,All good
70838686257,f82cb53970c0e2e7e379cbc439c83224,1,20,200,All good
98041373515,012fb56bd8902eaf77572a96617cfc52,1,20,200,All good
74634682974,cbc8644d97978fdaac0ea8f04d648216,1,20,200,All good
45620367714,162d165843f09631c25847cfafc08018,1,20,200,All good
27680369776,5c7ef0ea18a2821ac12eafaac5bc5aa4,1,20,200,All good
39328841084,8457f19b60471a756c777bf29c486aeb,1,20,200,All good
58587626978,a5eee83d1b98451149bbbd3ebb93bb39,1,20,200,All good
69737849266,8156c06c409a72dcf511e5678705f579,1,20,200,All good
58380935984,64cd26f279c84ab7f9da41ad144bfd75,1,20,200,All good
69012680193,1bc7e6ef5c486bad221ae86ec6c017b9,1,20,200,All good
72746361700,c83508545972a7f332ba837853f648b2,1,20,200,All good
57254057196,6e3a9c612e52702ac9cac7c541f82161,1,20,200,All good
24990294782,a91df7e39741176ffe0b96d8fe80aa0d,1,20,200,All good
91858983224,cc43225950a35f9f26bede1e9e1eccf4,1,20,200,All good
45162173707,2e5244bb4b93ff94c81977e94606bdf3,1,20,200,All good
41156017446,6d6f9c226791c42a1cb769f7a77b3a5e,1,20,200,All good
88560763771,f3b3300c8e9ea016ba77331029b54e45,1,20,200,All good
12001444837,3625faae4af546923d74d39b38c55c0d,1,20,200,All good
86578621195,91c5014212acb616d670ab0ba5977770,1,20,200,All good
33123990539,4b2711820bf080b6b62089c30cd97abc,1,20,200,All good
82066160761,d35738f2bf6a2daeb3567e09a258659f,1,20,200,All good
97858169951,afaab68fd1638b14be7d89c73674c4e5,1,20,200,All good
78363521026,4295f30f2bf46988b16cc7d838f8c122,1,20,200,All good
97385256101,bb053642f7b6e3f620c10bc11e3fe3d0,1,20,200,All good
39056645930,2e63952ce9000f9dcc27a67e5c770e34,1,20,200,All good
95781367114,00abfca4cb7d44cacb2de17c5a465104,1,20,200,All good
51122849076,afaff91e8ae4a17c1882295d1abf6fa8,1,20,200,All good
36855432374,9140a93ec626658d1e5dbeaa9e3cd5f1,1,20,200,All good
86875623906,dec09ee8a39e34a4f46d6a56d509852d,1,20,200,All good
42054887697,f263351599e9fac50b89776ebf5bf18a,1,20,200,All good
38081830316,1e49e230d5b391e868b83a661c72e2ec,1,20,200,All good
12220363629,3da685fb4c0ed28467b93d44e5a30f0a,1,20,200,All good
81030512985,355daecd65799f603dd64e2b9e248600,1,20,200,All good
38338980190,853b9cbeffea58c4ce790bacf8ae14fe,1,20,200,All good
77541712392,3880ce7b37f516b620bb07318fef58f7,1,20,200,All good
12256994201,0655a0bd5c6f28cf23983d51753d6673,1,20,200,All good
73011035420,5bc689123ff924418d5fc6a0f4157c43,1,20,200,All good
11900453908,e69bee7ae3673256b9a036a670258c76,1,20,200,All good
45926675900,d5c99fe88acd2c1bf350c7bc76e191fb,1,20,200,All good
28427351253,9a240470182fac39a3c1106c1f5d2d7b,1,20,200,All good
30393471996,b1839d011b904689592b871aa4255c19,1,20,200,All good
45235426138,ac24134a307ed757a4edd490e2a53827,1,20,200,All good
54160646999,18ac57fb3e9599fb522070dcb9f3614d,1,20,200,All good
39130900784,637e164af41a7d231e6330d453806fb4,1,20,200,All good
12897347239,990a37d4ce112b01491c9913a83f5ea7,1,20,200,All good
81462509988,355a17a767537062404f897e7dcc8e9c,1,20,200,All good
86370010355,be4374cfaad6617b2eca34a6909ae260,1,20,200,All good
92296025533,3787fe572eda6df26a27968b19fbf074,1,20,200,All good
31724690101,83da638ed0f91a56dc91a6d19098c60d,1,20,200,All good
99399360229,55ff6d88c6bbcc5452fb1d490a7677c7,1,20,200,All good
32841977052,9a46ee4f2971468539a79aa7d635ba8d,1,20,200,All good
61909669681,4403ca3c3efcd1cabce9ce4c8344abfe,1,20,200,All good
51162265296,8530ab89546a8c05ab08449f617f9cbb,1,20,200,All good
74008735613,172e367e2f2467f80c1c56b83f7c70f7,1,20,200,All good
30874648274,108249d8c4851bb87678a4ec7da7ad8e,1,20,200,All good
77386779232,241154d47aec8fd38a39c6e662bd09cb,1,20,200,All good
53640560807,dce72b30cf35c098149cc5decf875df8,1,20,200,All good
16943001168,130f77af1aa15c6d78d6969b5f7ca6ef,1,20,200,All good
19145523452,c3c54adaa68f6461b4e63adbfbdbbdb6,1,20,200,All good
12060568633,dc5a269e9419adeebe188cdc5b772120,1,20,200,All good
63096458990,f5aeebc23d8747bd6ca00acf3d840dae,1,20,200,All good
44017027211,b2441bafe99297fd2a177b6ced15c547,1,20,200,All good
36384007686,3ebe77e6bd99f51006c100dc58534f66,1,20,200,All good
89584231495,f9a54bccea74ddcefa31b5ff5eb8f3bf,1,20,200,All good
53794866493,318ccfda4c568177a16511800021c28d,1,20,200,All good
95102926492,5b29a8f24e66a9b00a76ac65045ccea4,1,20,200,All good
61210364383,103d66b48f6ddaa44602f8d4336e2e7c,1,20,200,All good
54059901512,2d1f2015aea5c6a914e326aff440a156,1,20,200,All good
86987810424,dd91aa796baf33ba5818d6a5830796a8,1,20,200,All good
12268060723,eade0e0497b85ab4857be35ac1779d64,1,20,200,All good
91233584761,5a99ec133543143133620871147f0874,1,20,200,All good
33707215018,050ccad0ebe54009359e14633c900860,1,20,200,All good
34844707349,1d018e468639ff51202f0d3a020be22a,1,20,200,All good
14567533824,1b68097824b963a870f5ef7bae4724ad,1,20,200,All good
24073913194,d859d8ad3c826ddac23751affa538c47,1,20,200,All good
20561349123,3a760349cc62d5c0964721789244b76b,1,20,200,All good
55360406785,7c6092f9b3731fb8f24377bde8f76d21,1,20,200,All good
56192924159,e94dcfe4143d3f44b2785d7d1d577daf,1,20,200,All good
80317293730,7f8d6b194db33cf64469ef528959eaf5,1,20,200,All good
17689237925,4194c16eac734b2a6007dcbd0a1f228a,1,20,200,All good
51003917575,f3e1a2e94ee9a4eee6135244fe07498a,1,20,200,All good
47137821919,e86b9b2b0837fb128bbfceb22703ef26,1,20,200,All good
90811596593,9524d201c9db8e2c8c4d58f7e07bc06d,1,20,200,All good
18213992088,0aee17b97c6206dd46be6f654780ebe4,1,20,200,All good
32085588656,d9c7cacdbdbd2cc1eda5249fe3f7cdbb,1,20,200,All good
33637991473,a8b91a2262b1e278daace95f0af78194,1,20,200,All good
24326076562,91859f67b60a036ef40dfa09979cfca3,1,20,200,All good
26965181233,73d4f805ae5134c746a28cb015c54458,1,20,200,All good
85155429729,24bb390c69808574ffd99873a56489ca,1,20,200,All good
77001417125,65ad430bb7bc54a23f414275c0126af8,1,20,200,All good
48485657783,7f0f68dc946f68bb577df18b6d7359dc,1,20,200,All good
20947041051,407de39e8b4a08e3566ba2756c9164f9,1,20,200,All good
91211664276,27f7943a1eee91b1fe3aa2c2f83db009,1,20,200,All good
60005712943,a950e0d39182ae67bd73c269c7817f7a,1,20,200,All good
12507027560,7c8f46914a9695f0bbac9cc7c17e6442,1,20,200,All good
23693386194,b68cec72ea3e86371d06e598da12c26e,1,20,200,All good
45192401336,5f84d7c7966e1f6a155ac0780bedfa9e,1,20,200,All good
65497359438,850892714369cfa3cc83ae012694f3d8,1,20,200,All good
14615650281,4fb1a829846b3e3dae237f2f4e0a525d,1,20,200,All good
86294993663,b48666e8bf2b3bdc09976902dc635660,1,20,200,All good
34180958508,f8b9147c4b9a221942cff699dfe65b27,1,20,200,All good
61538944016,dd5cbd0e8c55b1f85c7e006fd60194d9,1,20,200,All good
37513950780,f1fdfaae21e16e9d4dcefe5dc8912eff,1,20,200,All good
25252946980,f77a4c95ce691ce63627e7d607348e64,1,20,200,All good
75121696089,13e4eed824b7afd11ee882edf8952b3d,1,20,200,All good
42604259722,c3649d48713bf789a3718bdedfc92a76,1,20,200,All good
12168906349,17550e2ac03146b8e3bde269447d69e1,1,20,200,All good
66218828571,ae4617b583bc02297040fe0a48d678f1,1,20,200,All good
54009775007,f4dec3a008e4b043ee466af4d0127054,1,20,200,All good
