Number,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious_Critical,Total Cases Per 1m Pop,Deaths Per 1m Pop,Total Tests,Tests Per 1m Pop,Population
178,New Zealand,"2,651",+5,26,,"2,607",+6,18,,530,5,"2,082,570","416,339","5,002,100",Australia/Oceania,"1,887","192,388",2,1.0,,4
179,Monaco,"2,493",,32,,"2,434",,27,1,"63,138",810,"51,953","1,315,765","39,485",Europe,16,"1,234",1,,,684
180,Bermuda,"2,466",,32,,"2,250",,184,7,"39,725",515,"253,555","4,084,524","62,077",North America,25,"1,940",0,,,"2,964"
181,Turks and Caicos,"2,404",,17,,"2,365",,22,2,"61,369",434,"65,926","1,682,945","39,173",North America,16,"2,304",1,,,562
182,Sao Tome and Principe,"2,327",,35,,"2,274",,18,,"10,449",157,"12,999","58,371","222,695",Africa,96,"6,363",17,,,81
183,Sint Maarten,"2,282",,27,,"2,223",,32,2,"52,702",624,"26,880","620,785","43,300",North America,19,"1,604",2,,,739
184,Liberia,"2,114",,85,,"1,962",,67,2,410,16,"97,875","18,965","5,160,782",Africa,"2,441","60,715",53,,,13
185,Taiwan,"2,017",+335,12,,"1,123",+7,882,,85,0.5,"571,259","23,948","23,854,430",Asia,"11,827","1,987,869",42,14,,37
186,St. Vincent Grenadines,"1,937",,12,,"1,772",,153,2,"17,412",108,"47,148","423,810","111,248",North America,57,"9,271",2,,,"1,375"
187,Saint Martin,"1,773",,12,,"1,399",,362,7,"45,185",306,"27,588","703,076","39,239",North America,22,"3,270",1,,,"9,226"
188,Laos,"1,638",+47,2,,582,+8,"1,054",,222,0.3,"223,820","30,380","7,367,417",Asia,"4,498","3,683,709",33,6,,143
189,Caribbean Netherlands,"1,597",,17,,"1,563",,17,,"60,412",643,"10,072","381,010","26,435",North America,17,"1,555",3,,,643
190,Isle of Man,"1,590",,29,,"1,558",,3,1,"18,613",339,"44,761","523,974","85,426",Europe,54,"2,946",2,,,35
191,Bhutan,"1,286",,1,,"1,155",,130,,"1,651",1,"745,825","957,402","779,009",Asia,606,"779,009",1,,,167
192,Mauritius,"1,282",,17,,"1,134",,131,,"1,007",13,"358,675","281,620","1,273,612",Africa,993,"74,918",4,,,103
193,Antigua and Barbuda,"1,241",,33,,"1,179",,29,4,"12,582",335,"16,700","169,309","98,636",North America,79,"2,989",6,,,294
194,St. Barth,974,,1,,462,,511,,"98,354",101,"26,385","2,664,344","9,903",North America,10,"9,903",0,,,"51,601"
196,Faeroe Islands,670,,1,,663,,6,,"13,666",20,"259,990","5,303,213","49,025",Europe,73,"49,025",0,,,122
197,Cayman Islands,565,,2,,547,,16,,"8,510",30,"93,583","1,409,510","66,394",North America,118,"33,197",1,,,241
198,Tanzania,509,,21,,183,,305,7,8,0.3,,,"61,207,228",Africa,"120,250","2,914,630",,,,5
199,Wallis and Futuna,445,,7,,436,,2,1,"40,213",633,"17,264","1,560,094","11,066",Australia/Oceania,25,"1,581",1,,,181
200,British Virgin Islands,248,,1,,209,,38,,"8,156",33,"39,777","1,308,153","30,407",North America,123,"30,407",1,,,"1,250"
201,Brunei,232,,3,,220,,9,,526,7,"123,068","278,984","441,130",Asia,"1,901","147,043",4,,,20
202,Dominica,178,,,,176,,2,,"2,467",,"15,844","219,622","72,142",North America,405,,5,,,28
203,Fiji,174,+2,4,,119,,51,,193,4,"70,792","78,474","902,110",Australia/Oceania,"5,185","225,528",13,2,,57
205,New Caledonia,124,,,,58,,66,,431,,"32,150","111,675","287,890",Australia/Oceania,"2,322",,9,,,229
206,Anguilla,109,,,,95,,14,,"7,209",,"21,728","1,437,037","15,120",North America,139,,1,,,926
208,Macao,50,+1,,,49,,1,,76,,"4,483","6,823","657,039",Asia,"13,141",,147,2,,2
211,Vatican City,27,,,,15,,12,,"33,624",,,,803,Europe,30,,,,,"14,944"
215,Western Sahara,10,,1,,8,,1,,16,2,,,"610,072",Africa,"61,007","610,072",,,,2
219,Samoa,3,,,,2,,1,,15,,,,"199,564",Australia/Oceania,"66,521",,,,,5
222,China,"90,872",+25,"4,636",,"85,945",+25,291,1,63,3,"160,000,000","111,163","1,439,323,776",Asia,"15,839","310,467",9,0.02,,0.2
