Number,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious_Critical,Total Cases Per 1m Pop,Deaths Per 1m Pop,Total Tests,Tests Per 1m Pop,Population
187,Saint Martin,"3,646",,47,,"1,399","2,200",7,"92,395","1,191","54,303","1,376,118","39,461",North America,11,840,1,,,"55,751"
188,Liechtenstein,"3,402",+8,60,,"3,297",45,1,"88,918","1,568","49,126","1,284,004","38,260",Europe,11,638,1,209,,"1,176"
189,Monaco,"3,288",,33,,"3,210",45,6,"83,076",834,"54,960","1,388,650","39,578",Europe,12,"1,199",1,,,"1,137"
190,Grenada,"3,262",+232,46,+3,910,"2,306",,"28,828",407,"65,786","581,390","113,153",North America,35,"2,460",2,"2,050",27,"20,379"
191,Sao Tome and Principe,"2,984",,42,,"2,554",388,,"13,318",187,"14,689","65,557","224,065",Africa,75,"5,335",15,,,"1,732"
192,New Caledonia,"2,843",+383,14,+7,58,"2,771",26,"9,844",48,"42,756","148,041","288,811",Australia/Oceania,102,"20,629",7,"1,326",24,"9,595"
193,Turks and Caicos,"2,799",+5,21,,"2,661",117,1,"71,133",534,"94,789","2,408,930","39,349",North America,14,"1,874",0,127,,"2,973"
194,Dominica,"2,758",,8,,"2,125",625,,"38,198",111,"64,022","886,707","72,202",North America,26,"9,025",1,,,"8,656"
195,British Virgin Islands,"2,642",,37,,"2,555",50,7,"86,697","1,214","79,575","2,611,242","30,474",North America,12,824,0,,,"1,641"
196,St. Vincent Grenadines,"2,613",,13,,"2,331",269,2,"23,463",117,"71,247","639,755","111,366",North America,43,"8,567",2,,,"2,415"
197,Bhutan,"2,596",,3,,"2,592",1,,"3,320",4,"1,125,970","1,440,112","781,863",Asia,301,"260,621",1,,,1
198,Antigua and Barbuda,"2,463",,55,,"1,551",857,9,"24,902",556,"17,409","176,012","98,908",North America,40,"1,798",6,,,"8,665"
199,Caribbean Netherlands,"1,956",,17,,"1,827",112,,"73,764",641,"23,069","869,970","26,517",North America,14,"1,560",1,,,"4,224"
200,Saint Kitts and Nevis,"1,589",,9,,893,687,1,"29,616",168,"34,855","649,637","53,653",North America,34,"5,961",2,,,"12,805"
201,St. Barth,"1,548",,2,,462,"1,084",,"156,159",202,"38,369","3,870,574","9,913",North America,6,"4,957",0,,,"109,351"
202,Tanzania,"1,367",,50,,183,"1,134",7,22,0.8,,,"61,781,305",Africa,"45,195","1,235,626",,,,18
203,Faeroe Islands,"1,050",,2,,"1,018",30,,"21,391",41,"420,000","8,556,237","49,087",Europe,47,"24,544",0,,,611
204,Cayman Islands,772,,2,,717,53,,"11,582",30,"134,812","2,022,595","66,653",North America,86,"33,327",0,,,795
207,Greenland,441,,,,362,79,2,"7,752",,"66,171","1,163,160","56,889",North America,129,,1,,,"1,389"
208,Anguilla,325,,,,310,15,,"21,431",,"38,936","2,567,491","15,165",North America,47,,0,,,989
209,Falkland Islands,67,,,,63,4,,"18,601",,"7,531","2,090,783","3,602",South America,54,,0,,,"1,110"
211,Montserrat,31,,1,,24,6,,"6,205",200,"1,408","281,825","4,996",North America,161,"4,996",4,,,"1,201"
215,Western Sahara,10,,1,,8,1,,16,2,,,"615,022",Africa,"61,502","615,022",,,,2
217,Palau,5,,,,2,3,,275,,"9,380","515,441","18,198",Australia/Oceania,"3,640",,2,,,165
223,China,"95,577",+84,"4,636",,"90,025",916,5,66,3,"160,000,000","111,163","1,439,323,776",Asia,"15,059","310,467",9,0.06,,0.6
